02178,Belmont,Massachusetts,MA,Middlesex,42.4464,-71.4594,
32096,White Springs,Florida,FL,Hamilton,30.3387,-82.7765,
32097,Yulee,Florida,FL,Nassau,30.6222,-81.5906,
32099,Jacksonville,Florida,FL,Duval,30.3375,-81.7686,
32102,Astor,Florida,FL,Lake,29.165,-81.5399,
32105,Barberville,Florida,FL,Volusia,29.2005,-81.4065,
32110,Bunnell,Florida,FL,Flagler,29.4562,-81.3244,
32111,Candler,Florida,FL,Marion,29.0607,-81.969,
32112,Crescent City,Florida,FL,Putnam,29.4272,-81.5579,
32113,Citra,Florida,FL,Marion,29.3918,-82.1062,
32114,Daytona Beach,Florida,FL,Volusia,29.2012,-81.0371,
32115,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32116,Daytona Beach,Florida,FL,Volusia,29.1091,-80.9843,
32117,Daytona Beach,Florida,FL,Volusia,29.2353,-81.0658,
32118,Daytona Beach,Florida,FL,Volusia,29.2219,-81.0095,
32119,Daytona Beach,Florida,FL,Volusia,29.16,-81.0269,
32120,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32121,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32122,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32123,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32124,Daytona Beach,Florida,FL,Volusia,29.1419,-81.1402,
32125,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32126,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32127,Daytona Beach,Florida,FL,Volusia,29.1135,-80.9765,
32128,Daytona Beach,Florida,FL,Volusia,29.0838,-81.0336,
32129,Port Orange,Florida,FL,Volusia,29.1372,-81.0241,
32130,De Leon Springs,Florida,FL,Volusia,29.1166,-81.3488,
32131,East Palatka,Florida,FL,Putnam,29.6609,-81.5879,
32132,Edgewater,Florida,FL,Volusia,28.9818,-80.9103,
32133,Eastlake Weir,Florida,FL,Marion,29.0088,-81.9094,
32134,Fort Mc Coy,Florida,FL,Marion,29.391,-81.8551,
32135,Palm Coast,Florida,FL,Flagler,29.4661,-81.2828,
32136,Flagler Beach,Florida,FL,Flagler,29.475,-81.1303,
32137,Palm Coast,Florida,FL,Flagler,29.5565,-81.219,
32138,Grandin,Florida,FL,Putnam,29.6993,-81.9224,
32139,Georgetown,Florida,FL,Putnam,29.3842,-81.6183,
32140,Florahome,Florida,FL,Putnam,29.7581,-81.8622,
32141,Edgewater,Florida,FL,Volusia,28.9455,-80.8969,
32142,Palm Coast,Florida,FL,Flagler,29.4661,-81.2828,
32145,Hastings,Florida,FL,St. Johns,29.7051,-81.4909,
32147,Hollister,Florida,FL,Putnam,29.6576,-81.7797,
32148,Interlachen,Florida,FL,Putnam,29.627,-81.8894,
32149,Interlachen,Florida,FL,Putnam,29.582,-81.7449,
32151,Flagler Beach,Florida,FL,Flagler,29.4661,-81.2828,
32157,Lake Como,Florida,FL,Putnam,29.4582,-81.5914,
32158,Lady Lake,Florida,FL,Lake,28.8111,-81.6536,
32159,Lady Lake,Florida,FL,Lake,28.9299,-81.9256,
32160,Lake Geneva,Florida,FL,Clay,29.7683,-81.9907,
32162,Lady Lake,Florida,FL,Sumter,28.9471,-81.9971,
32163,The Villages,Florida,FL,,28.9338,-81.9914,
32164,Palm Coast,Florida,FL,Flagler,29.4861,-81.2045,
32168,New Smyrna Beach,Florida,FL,Volusia,29.0247,-80.9584,
32169,New Smyrna Beach,Florida,FL,Volusia,29.0172,-80.8885,
32170,New Smyrna Beach,Florida,FL,Volusia,29.0227,-81.1722,
32173,Ormond Beach,Florida,FL,Volusia,29.0227,-81.1722,
32174,Ormond Beach,Florida,FL,Volusia,29.2833,-81.0882,
32175,Ormond Beach,Florida,FL,Volusia,29.0227,-81.1722,
32176,Ormond Beach,Florida,FL,Volusia,29.3222,-81.0584,
32177,Palatka,Florida,FL,Putnam,29.6577,-81.6595,
32178,Palatka,Florida,FL,Putnam,29.6443,-81.6686,
32179,Ocklawaha,Florida,FL,Marion,29.0643,-81.8857,
32180,Pierson,Florida,FL,Volusia,29.2226,-81.4353,
32181,Pomona Park,Florida,FL,Putnam,29.5021,-81.6307,
32182,Orange Springs,Florida,FL,Marion,29.4856,-81.9589,
32183,Ocklawaha,Florida,FL,Marion,29.0597,-81.9051,
32185,Putnam Hall,Florida,FL,Putnam,29.7368,-81.958,
32187,San Mateo,Florida,FL,Putnam,29.5888,-81.5921,
32189,Satsuma,Florida,FL,Putnam,29.5594,-81.6406,
32190,Seville,Florida,FL,Volusia,29.3201,-81.5279,
32192,Sparr,Florida,FL,Marion,29.3268,-82.1046,
32193,Welaka,Florida,FL,Putnam,29.4905,-81.653,
32195,Weirsdale,Florida,FL,Marion,28.9782,-81.8932,
32198,Daytona Beach,Florida,FL,Volusia,29.0227,-81.1722,
32201,Jacksonville,Florida,FL,Duval,30.3894,-81.6808,
32202,Jacksonville,Florida,FL,Duval,30.3299,-81.6517,
32203,Jacksonville,Florida,FL,Duval,30.3228,-81.547,
32204,Jacksonville,Florida,FL,Duval,30.3189,-81.6854,
32205,Jacksonville,Florida,FL,Duval,30.3172,-81.722,
32206,Jacksonville,Florida,FL,Duval,30.3511,-81.6488,
32207,Jacksonville,Florida,FL,Duval,30.2908,-81.632,
32208,Jacksonville,Florida,FL,Duval,30.3937,-81.6889,
32209,Jacksonville,Florida,FL,Duval,30.3584,-81.692,
32210,Jacksonville,Florida,FL,Duval,30.2687,-81.7473,
32211,Jacksonville,Florida,FL,Duval,30.348,-81.5882,
32212,Jacksonville,Florida,FL,Duval,30.2132,-81.69,
32214,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32215,Jacksonville,Florida,FL,Duval,30.2407,-81.893,
32216,Jacksonville,Florida,FL,Duval,30.2787,-81.5831,
32217,Jacksonville,Florida,FL,Duval,30.2407,-81.617,
32218,Jacksonville,Florida,FL,Duval,30.4507,-81.6626,
32219,Jacksonville,Florida,FL,Duval,30.4034,-81.7635,
32220,Jacksonville,Florida,FL,Duval,30.329,-81.8176,
32221,Jacksonville,Florida,FL,Duval,30.2837,-81.8202,
32222,Jacksonville,Florida,FL,Duval,30.2292,-81.8131,
32223,Jacksonville,Florida,FL,Duval,30.1548,-81.63,
32224,Jacksonville,Florida,FL,Duval,30.3031,-81.4404,
32225,Jacksonville,Florida,FL,Duval,30.351,-81.5061,
32226,Jacksonville,Florida,FL,Duval,30.4735,-81.5448,
32227,Jacksonville,Florida,FL,Duval,30.3802,-81.416,
32228,Jacksonville,Florida,FL,Duval,30.3824,-81.4369,
32229,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32230,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32231,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32232,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32233,Atlantic Beach,Florida,FL,Duval,30.3483,-81.4159,
32234,Jacksonville,Florida,FL,Duval,30.2757,-81.9686,
32235,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32236,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32237,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32238,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32239,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32240,Jacksonville Beach,Florida,FL,Duval,30.3449,-81.6831,
32241,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32244,Jacksonville,Florida,FL,Duval,30.2231,-81.7556,
32245,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32246,Jacksonville,Florida,FL,Duval,30.2933,-81.5092,
32247,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32250,Jacksonville Beach,Florida,FL,Duval,30.2801,-81.4165,
32254,Jacksonville,Florida,FL,Duval,30.3415,-81.7358,
32255,Jacksonville,Florida,FL,Duval,30.287,-81.3893,
32256,Jacksonville,Florida,FL,Duval,30.2214,-81.5571,
32257,Jacksonville,Florida,FL,Duval,30.1927,-81.605,
32258,Jacksonville,Florida,FL,Duval,30.1459,-81.5739,
32259,Jacksonville,Florida,FL,St. Johns,30.0956,-81.6217,
32260,Jacksonville,Florida,FL,St. Johns,29.9377,-81.4206,
32266,Neptune Beach,Florida,FL,Duval,30.3155,-81.4051,
32267,Jacksonville,Florida,FL,Duval,30.3449,-81.6831,
32277,Jacksonville,Florida,FL,Duval,30.3704,-81.5864,
32290,Jacksonville,Florida,FL,,30.3073,-81.6331,
32294,Jacksonville,Florida,FL,,30.3162,-81.4174,
32296,Jacksonville,Florida,FL,,30.3162,-81.4174,
32297,Jacksonville,Florida,FL,,30.3162,-81.4174,
32301,Tallahassee,Florida,FL,Leon,30.4286,-84.2593,
32302,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32303,Tallahassee,Florida,FL,Leon,30.4874,-84.3189,
32304,Tallahassee,Florida,FL,Leon,30.4478,-84.3211,
32305,Tallahassee,Florida,FL,Leon,30.334,-84.287,
32306,Tallahassee,Florida,FL,Leon,30.4425,-84.2986,
32307,Tallahassee,Florida,FL,Leon,30.4256,-84.2877,
32308,Tallahassee,Florida,FL,Leon,30.4771,-84.2246,
32309,Miccosukee Cpo,Florida,FL,Leon,30.5146,-84.1884,
32310,Tallahassee,Florida,FL,Leon,30.3991,-84.3298,
32311,Tallahassee,Florida,FL,Leon,30.4156,-84.187,
32312,Tallahassee,Florida,FL,Leon,30.5185,-84.2627,
32313,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32314,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32315,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32316,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32317,Tallahassee,Florida,FL,Leon,30.4651,-84.1128,
32318,Tallahassee,Florida,FL,,30.3953,-84.265,
32320,Apalachicola,Florida,FL,Franklin,29.7255,-85.0063,
32321,Bristol,Florida,FL,Liberty,30.4223,-84.9466,
32322,Carrabelle,Florida,FL,Franklin,29.8692,-84.6358,
32323,Lanark Village,Florida,FL,Franklin,29.8826,-84.5964,
32324,Chattahoochee,Florida,FL,Gadsden,30.6834,-84.828,
32326,Crawfordville,Florida,FL,Wakulla,30.1834,-84.3491,
32327,Crawfordville,Florida,FL,Wakulla,30.2108,-84.3205,
32328,Eastpoint,Florida,FL,Franklin,29.7495,-84.8162,
32329,Apalachicola,Florida,FL,Franklin,29.7455,-85.0239,
32330,Greensboro,Florida,FL,Gadsden,30.5653,-84.736,
32331,Greenville,Florida,FL,Madison,30.4512,-83.6474,
32332,Gretna,Florida,FL,Gadsden,30.6099,-84.6688,
32333,Havana,Florida,FL,Gadsden,30.6092,-84.4143,
32334,Hosford,Florida,FL,Liberty,30.3639,-84.8054,
32335,Sumatra,Florida,FL,Liberty,30.2889,-84.8484,
32336,Lamont,Florida,FL,Jefferson,30.2983,-83.9008,
32337,Lloyd,Florida,FL,Jefferson,30.3422,-83.8402,
32340,Madison,Florida,FL,Madison,30.4802,-83.4067,
32341,Madison,Florida,FL,Madison,30.4776,-83.3914,
32343,Midway,Florida,FL,Gadsden,30.485,-84.4768,
32344,Monticello,Florida,FL,Jefferson,30.5197,-83.8925,
32345,Monticello,Florida,FL,Jefferson,30.3422,-83.8402,
32346,Panacea,Florida,FL,Wakulla,30.0153,-84.3912,
32347,Perry,Florida,FL,Taylor,30.1668,-83.616,
32348,Perry,Florida,FL,Taylor,29.9665,-83.6594,
32350,Pinetta,Florida,FL,Madison,30.5997,-83.3405,
32351,Quincy,Florida,FL,Gadsden,30.5867,-84.6094,
32352,Mount Pleasant,Florida,FL,Gadsden,30.6512,-84.5866,
32353,Quincy,Florida,FL,Gadsden,30.5497,-84.6069,
32355,Saint Marks,Florida,FL,Wakulla,30.1631,-84.2083,
32356,Salem,Florida,FL,Taylor,29.8539,-83.4421,
32357,Shady Grove,Florida,FL,Taylor,30.2147,-83.7111,
32358,Sopchoppy,Florida,FL,Wakulla,30.0714,-84.4549,
32359,Steinhatchee,Florida,FL,Taylor,29.6739,-83.3723,
32360,Telogia,Florida,FL,Liberty,30.2889,-84.8484,
32361,Wacissa,Florida,FL,Jefferson,30.3422,-83.8402,
32362,Woodville,Florida,FL,Leon,30.3193,-84.2674,
32395,Tallahassee,Florida,FL,Leon,30.4793,-84.3462,
32399,Tallahassee,Florida,FL,Leon,30.4494,-84.291,
32401,Panama City,Florida,FL,Bay,30.1606,-85.6494,
32402,Panama City,Florida,FL,Bay,30.2345,-85.692,
32403,Panama City,Florida,FL,Bay,30.0583,-85.5762,
32404,Panama City,Florida,FL,Bay,30.1653,-85.5763,
32405,Panama City,Florida,FL,Bay,30.1949,-85.6727,
32406,Panama City,Florida,FL,Bay,30.2345,-85.692,
32407,Panama City Beach,Florida,FL,Bay,30.2007,-85.8136,
32408,Panama City,Florida,FL,Bay,30.1655,-85.7116,
32409,Panama City,Florida,FL,Bay,30.3117,-85.6923,
32410,Mexico Beach,Florida,FL,Bay,29.9395,-85.4096,
32411,Panama City,Florida,FL,Bay,30.2345,-85.692,
32412,Panama City,Florida,FL,Bay,30.2345,-85.692,
32413,Panama City Beach,Florida,FL,Bay,30.3105,-85.9106,
32417,Panama City,Florida,FL,Bay,30.2438,-85.917,
32420,Alford,Florida,FL,Jackson,30.6412,-85.3756,
32421,Altha,Florida,FL,Calhoun,30.5319,-85.1704,
32422,Argyle,Florida,FL,Walton,30.7056,-86.0314,
32423,Bascom,Florida,FL,Jackson,30.9514,-85.0972,
32424,Blountstown,Florida,FL,Calhoun,30.4394,-85.062,
32425,Bonifay,Florida,FL,Holmes,30.8464,-85.69,
32426,Campbellton,Florida,FL,Jackson,30.9563,-85.3766,
32427,Caryville,Florida,FL,Washington,30.7123,-85.8014,
32428,Chipley,Florida,FL,Washington,30.7107,-85.5486,
32430,Clarksville,Florida,FL,Calhoun,30.3568,-85.1898,
32431,Cottondale,Florida,FL,Jackson,30.8004,-85.3847,
32432,Cypress,Florida,FL,Jackson,30.7158,-85.0784,
32433,Defuniak Springs,Florida,FL,Walton,30.8494,-86.2023,
32434,Mossy Head,Florida,FL,Walton,30.7625,-86.3427,
32435,Defuniak Springs,Florida,FL,Walton,30.6038,-86.1211,
32437,Ebro,Florida,FL,Washington,30.4352,-85.8881,
32438,Fountain,Florida,FL,Bay,30.4753,-85.4293,
32439,Freeport,Florida,FL,Walton,30.4896,-86.1684,
32440,Graceville,Florida,FL,Jackson,30.9426,-85.5136,
32442,Grand Ridge,Florida,FL,Jackson,30.7148,-85.021,
32443,Greenwood,Florida,FL,Jackson,30.8667,-85.1153,
32444,Lynn Haven,Florida,FL,Bay,30.2362,-85.6467,
32445,Malone,Florida,FL,Jackson,30.9602,-85.1639,
32446,Marianna,Florida,FL,Jackson,30.7996,-85.2293,
32447,Marianna,Florida,FL,Jackson,30.7603,-85.2022,
32448,Marianna,Florida,FL,Jackson,30.6749,-85.2122,
32449,Kinard,Florida,FL,Calhoun,30.2632,-85.2065,
32452,Noma,Florida,FL,Holmes,30.85,-85.768,
32453,Overstreet,Florida,FL,,29.9981,-85.3689,
32454,Point Washington,Florida,FL,Walton,30.6038,-86.1211,
32455,Ponce De Leon,Florida,FL,Holmes,30.7041,-85.9546,
32456,Port Saint Joe,Florida,FL,Gulf,29.9323,-85.2354,
32457,Port Saint Joe,Florida,FL,Gulf,29.9025,-85.2422,
32459,Santa Rosa Beach,Florida,FL,Walton,30.3659,-86.2458,
32460,Sneads,Florida,FL,Jackson,30.7276,-84.9337,
32461,Sunnyside,Florida,FL,Bay,30.2525,-85.9424,
32462,Vernon,Florida,FL,Washington,30.6267,-85.7553,
32463,Wausau,Florida,FL,Washington,30.6391,-85.5879,
32464,Westville,Florida,FL,Holmes,30.8747,-85.913,
32465,Wewahitchka,Florida,FL,Gulf,30.0933,-85.2048,
32466,Youngstown,Florida,FL,Bay,30.3269,-85.5169,
32501,Pensacola,Florida,FL,Escambia,30.4223,-87.2248,
32502,Pensacola,Florida,FL,Escambia,30.4095,-87.2229,
32503,Pensacola,Florida,FL,Escambia,30.4564,-87.2104,
32504,Pensacola,Florida,FL,Escambia,30.4873,-87.1872,
32505,Pensacola,Florida,FL,Escambia,30.4481,-87.2589,
32506,Pensacola,Florida,FL,Escambia,30.4129,-87.3092,
32507,Pensacola,Florida,FL,Escambia,30.3737,-87.3126,
32508,Pensacola,Florida,FL,Escambia,30.3511,-87.2749,
32509,Pensacola,Florida,FL,Escambia,30.4643,-87.3403,
32511,Pensacola,Florida,FL,Escambia,30.4061,-87.2917,
32512,Pensacola,Florida,FL,Escambia,30.3943,-87.2991,
32513,Pensacola,Florida,FL,Escambia,30.5571,-87.2596,
32514,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
32516,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32520,Pensacola,Florida,FL,Escambia,30.4124,-87.2035,
32521,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32522,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32523,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32524,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32526,Pensacola,Florida,FL,Escambia,30.4756,-87.3179,
32530,Bagdad,Florida,FL,Santa Rosa,30.5986,-87.0315,
32531,Baker,Florida,FL,Okaloosa,30.8316,-86.677,
32533,Cantonment,Florida,FL,Escambia,30.6143,-87.3251,
32534,Pensacola,Florida,FL,Escambia,30.5301,-87.2793,
32535,Century,Florida,FL,Escambia,30.9687,-87.3216,
32536,Crestview,Florida,FL,Okaloosa,30.7644,-86.5917,
32537,Milligan,Florida,FL,Okaloosa,30.742,-86.6552,
32538,Paxton,Florida,FL,Walton,30.9709,-86.3111,
32539,Crestview,Florida,FL,Okaloosa,30.7773,-86.4832,
32540,Destin,Florida,FL,Okaloosa,30.6612,-86.5945,
32541,Destin,Florida,FL,Okaloosa,30.3949,-86.4692,
32542,Eglin Afb,Florida,FL,Okaloosa,30.5393,-86.6087,
32544,Hurlburt Field,Florida,FL,Okaloosa,30.4229,-86.6985,
32547,Fort Walton Beach,Florida,FL,Okaloosa,30.4487,-86.6254,
32548,Fort Walton Beach,Florida,FL,Okaloosa,30.4206,-86.6286,
32549,Fort Walton Beach,Florida,FL,Okaloosa,30.6612,-86.5945,
32550,Miramar Beach,Florida,FL,Walton,30.385,-86.3473,
32559,Pensacola,Florida,FL,Escambia,30.3563,-87.2773,
32560,Gonzalez,Florida,FL,Escambia,30.5818,-87.2929,
32561,Gulf Breeze,Florida,FL,Santa Rosa,30.3847,-87.0439,
32562,Gulf Breeze,Florida,FL,Santa Rosa,30.6592,-87.0497,
32563,Harold,Florida,FL,Santa Rosa,30.3962,-87.0274,
32564,Holt,Florida,FL,Okaloosa,30.7416,-86.7198,
32565,Jay,Florida,FL,Santa Rosa,30.8985,-87.1332,
32566,Navarre,Florida,FL,Santa Rosa,30.4212,-86.8926,
32567,Laurel Hill,Florida,FL,Okaloosa,30.9524,-86.4003,
32568,Mc David,Florida,FL,Escambia,30.8686,-87.4539,
32569,Mary Esther,Florida,FL,Okaloosa,30.4085,-86.7352,
32570,Milton,Florida,FL,Santa Rosa,30.6604,-87.0473,
32571,Milton,Florida,FL,Santa Rosa,30.6698,-87.1794,
32572,Milton,Florida,FL,Santa Rosa,30.6592,-87.0497,
32573,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32574,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32575,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32576,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32577,Molino,Florida,FL,Escambia,30.6902,-87.3852,
32578,Niceville,Florida,FL,Okaloosa,30.4958,-86.4145,
32579,Shalimar,Florida,FL,Okaloosa,30.4456,-86.5717,
32580,Valparaiso,Florida,FL,Okaloosa,30.5092,-86.5009,
32581,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32582,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32583,Milton,Florida,FL,Santa Rosa,30.5761,-87.0663,
32588,Niceville,Florida,FL,Okaloosa,30.6612,-86.5945,
32589,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32590,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32591,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32592,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32593,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32594,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32595,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32596,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32597,Pensacola,Florida,FL,Escambia,30.5297,-87.2757,
32598,Pensacola,Florida,FL,Escambia,30.6143,-87.2758,
32601,Gainesville,Florida,FL,Alachua,29.6489,-82.325,
32602,Gainesville,Florida,FL,Alachua,29.6299,-82.3966,
32603,Gainesville,Florida,FL,Alachua,29.6515,-82.3493,
32604,Gainesville,Florida,FL,Alachua,29.5733,-82.3979,
32605,Gainesville,Florida,FL,Alachua,29.6785,-82.3679,
32606,Gainesville,Florida,FL,Alachua,29.6954,-82.4023,
32607,Gainesville,Florida,FL,Alachua,29.6456,-82.4033,
32608,Gainesville,Florida,FL,Alachua,29.6132,-82.3873,
32609,Gainesville,Florida,FL,Alachua,29.7005,-82.308,
32610,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32611,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32612,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32613,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32614,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32615,Alachua,Florida,FL,Alachua,29.8135,-82.472,
32616,Alachua,Florida,FL,Alachua,29.792,-82.496,
32617,Anthony,Florida,FL,Marion,29.3048,-82.1262,
32618,Archer,Florida,FL,Alachua,29.5597,-82.5108,
32619,Bell,Florida,FL,Gilchrist,29.7837,-82.8711,
32621,Bronson,Florida,FL,Levy,29.461,-82.6356,
32622,Brooker,Florida,FL,Bradford,29.919,-82.2956,
32625,Cedar Key,Florida,FL,Levy,29.171,-83.0168,
32626,Chiefland,Florida,FL,Levy,29.4832,-82.8809,
32627,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32628,Cross City,Florida,FL,Dixie,29.6372,-83.2032,
32631,Earleton,Florida,FL,Alachua,29.7304,-82.0971,
32633,Evinston,Florida,FL,Alachua,29.6813,-82.3539,
32634,Fairfield,Florida,FL,Marion,29.3509,-82.2765,
32635,Gainesville,Florida,FL,Alachua,29.6813,-82.3539,
32639,Gulf Hammock,Florida,FL,Levy,29.2447,-82.7402,
32640,Hawthorne,Florida,FL,Alachua,29.574,-82.1056,
32641,Gainesville,Florida,FL,Alachua,29.6824,-82.2014,
32643,High Springs,Florida,FL,Alachua,29.841,-82.6156,
32644,Chiefland,Florida,FL,Levy,29.4602,-82.8553,
32648,Horseshoe Beach,Florida,FL,Dixie,29.4869,-83.2616,
32653,Gainesville,Florida,FL,Alachua,29.7728,-82.3782,
32654,Island Grove,Florida,FL,Alachua,29.6813,-82.3539,
32655,High Springs,Florida,FL,Alachua,29.8175,-82.6006,
32656,Keystone Heights,Florida,FL,Clay,29.7976,-81.9899,
32658,La Crosse,Florida,FL,Alachua,29.8261,-82.416,
32662,Lochloosa,Florida,FL,Alachua,29.6813,-82.3539,
32663,Lowell,Florida,FL,Marion,29.3424,-82.2126,
32664,Mc Intosh,Florida,FL,Marion,29.438,-82.2295,
32666,Melrose,Florida,FL,Putnam,29.7325,-82.0279,
32667,Micanopy,Florida,FL,Alachua,29.5122,-82.3053,
32668,Morriston,Florida,FL,Levy,29.2813,-82.4917,
32669,Newberry,Florida,FL,Alachua,29.6609,-82.5852,
32680,Old Town,Florida,FL,Dixie,29.6699,-83.005,
32681,Orange Lake,Florida,FL,Marion,29.4281,-82.2449,
32683,Otter Creek,Florida,FL,Levy,29.3109,-82.7945,
32686,Reddick,Florida,FL,Marion,29.3754,-82.244,
32692,Suwannee,Florida,FL,Dixie,29.3295,-83.14,
32693,Trenton,Florida,FL,Gilchrist,29.6746,-82.8117,
32694,Waldo,Florida,FL,Alachua,29.7871,-82.1608,
32696,Williston,Florida,FL,Levy,29.3977,-82.4856,
32697,Worthington Springs,Florida,FL,Union,29.9315,-82.4255,
32701,Altamonte Springs,Florida,FL,Seminole,28.6666,-81.365,
32702,Altoona,Florida,FL,Lake,29.0219,-81.6323,
32703,Apopka,Florida,FL,Orange,28.6354,-81.4888,
32704,Apopka,Florida,FL,Orange,28.5663,-81.2608,
32706,Cassadaga,Florida,FL,Volusia,28.9664,-81.2371,
32707,Casselberry,Florida,FL,Seminole,28.6617,-81.3122,
32708,Winter Springs,Florida,FL,Seminole,28.6831,-81.2814,
32709,Christmas,Florida,FL,Orange,28.5462,-81.0116,
32710,Clarcona,Florida,FL,Orange,28.5663,-81.2608,
32712,Apopka,Florida,FL,Orange,28.712,-81.5136,
32713,Debary,Florida,FL,Volusia,28.8846,-81.3065,
32714,Altamonte Springs,Florida,FL,Seminole,28.6625,-81.4117,
32715,Altamonte Springs,Florida,FL,Seminole,28.7448,-81.2233,
32716,Altamonte Springs,Florida,FL,Seminole,28.7448,-81.2233,
32717,Altamonte Springs,Florida,FL,,28.6659,-81.4027,
32718,Casselberry,Florida,FL,Seminole,28.7448,-81.2233,
32719,Winter Springs,Florida,FL,Seminole,28.7448,-81.2233,
32720,Deland,Florida,FL,Volusia,29.0266,-81.3349,
32721,Deland,Florida,FL,Volusia,28.9973,-81.2995,
32722,Glenwood,Florida,FL,Volusia,29.0227,-81.1722,
32723,Deland,Florida,FL,,29.0275,-81.3068,
32724,Deland,Florida,FL,Volusia,29.0422,-81.2863,
32725,Deltona,Florida,FL,Volusia,28.8989,-81.2473,
32726,Eustis,Florida,FL,Lake,28.855,-81.6789,
32727,Eustis,Florida,FL,Lake,28.8555,-81.6741,
32728,Deltona,Florida,FL,Volusia,29.0227,-81.1722,
32730,Casselberry,Florida,FL,Seminole,28.6513,-81.3418,
32732,Geneva,Florida,FL,Seminole,28.7503,-81.1114,
32733,Goldenrod,Florida,FL,Seminole,28.6133,-81.2581,
32735,Grand Island,Florida,FL,Lake,28.8866,-81.7391,
32736,Eustis,Florida,FL,Lake,28.9102,-81.5235,
32738,Deltona,Florida,FL,Volusia,28.9093,-81.1922,
32739,Deltona,Florida,FL,Volusia,29.0227,-81.1722,
32744,Lake Helen,Florida,FL,Volusia,28.9806,-81.2334,
32745,Mid Florida,Florida,FL,,28.7676,-81.3522,
32746,Lake Mary,Florida,FL,Seminole,28.7577,-81.3508,
32747,Lake Monroe,Florida,FL,Seminole,28.8272,-81.3329,
32750,Longwood,Florida,FL,Seminole,28.712,-81.3552,
32751,Maitland,Florida,FL,Orange,28.6255,-81.3646,
32752,Longwood,Florida,FL,Seminole,28.7448,-81.2233,
32753,Debary,Florida,FL,Jefferson,35.0704,-85.0055,
32754,Mims,Florida,FL,Brevard,28.6974,-80.8663,
32756,Mount Dora,Florida,FL,Lake,28.8111,-81.6536,
32757,Mount Dora,Florida,FL,Lake,28.774,-81.6439,
32759,Oak Hill,Florida,FL,Volusia,28.87,-80.8551,
32762,Oviedo,Florida,FL,Seminole,28.7448,-81.2233,
32763,Orange City,Florida,FL,Volusia,28.9453,-81.2995,
32764,Osteen,Florida,FL,Volusia,28.8426,-81.1562,
32765,Oviedo,Florida,FL,Seminole,28.6513,-81.2066,
32766,Oviedo,Florida,FL,Seminole,28.6607,-81.1134,
32767,Paisley,Florida,FL,Lake,28.9993,-81.503,
32768,Plymouth,Florida,FL,Orange,28.6985,-81.5698,
